2006,75,173031,85322,87709,108146,52023,56123,64885,33299,31586
2006,80,165576,83715,81861,77750,37557,40193,87826,46158,41668
2006,5,224476,113450,111026,93323,44897,48426,131153,68553,62600
2006,20,142945,72780,70165,43857,21271,22586,99088,51509,47579
2006,25,214128,104544,109584,126399,59106,67293,87729,45438,42291
2006,10,359399,183100,176299,77008,36573,40435,282391,146527,135864
2006,40,495859,247650,248209,189771,91979,97792,306088,155671,150417
2006,50,162049,80564,81485,51455,24679,26776,110594,55885,54709
2006,65,166086,82206,83880,95193,43885,51308,70893,38321,32572
2006,85,102186,53042,49144,25702,12464,13238,76484,40578,35906
2006,91,358857,183142,175715,102550,50043,52507,256307,133099,123208
2006,93,331030,167862,163168,127180,62418,64762,203850,105444,98406
2007,30,408495,203223,205272,248111,118893,129218,160384,84330,76054
2007,35,390775,192388,198387,233821,111670,122151,156954,80718,76236
2007,55,1347124,649004,698120,1222988,589048,633940,124136,59956,64180
2007,60,321268,159285,161983,183319,88126,95193,137949,71159,66790
2007,70,187449,93390,94059,123274,59299,63975,64175,34091,30084
2007,75,174578,86009,88569,109446,52683,56763,65132,33326,31806
2007,80,166367,84026,82341,78461,37934,40527,87906,46092,41814
2007,5,227216,114702,112514,95046,45762,49284,132170,68940,63230
2007,20,144711,73580,71131,44746,21719,23027,99965,51861,48104
2007,25,215308,105045,110263,127775,59811,67964,87533,45234,42299
2007,10,367697,187073,180624,79610,37832,41778,288087,149241,138846
2007,40,501602,250234,251368,193055,93648,99407,308547,156586,151961
2007,50,163381,81185,82196,52242,25077,27165,111139,56108,55031
2007,65,168859,83534,85325,97179,44839,52340,71680,38695,32985
2007,85,103961,53876,50085,26298,12765,13533,77663,41111,36552
2007,91,370516,188800,181716,107027,52263,54764,263489,136537,126952
2007,93,336234,170284,165950,130409,64063,66346,205825,106221,99604
